,Spółki krajowe według kapitalizacji (na koniec miesiąca) / Domestic shares by market capitalization (eop),Spółki krajowe według kapitalizacji (na koniec okresu) / Domestic shares by market capitalization (eop),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,okres
47,,"42 PBG 14,30 1 958 495 0,34 1 853,10","8,50","1,06","1,0",,2011-05
48,,"43 FAMUR 481,50 1 897 479 0,33 853,16","21,50","2,22","0,0",,2011-05
49,,"44 ALCHEMIA 207,00 1 851 468 0,32 537,54","64,40","3,44","0,0",,2011-05
50,,"45 NFIEMF 104,03 1 847 467 0,32 465,88","25,90","3,96","1,1",,2011-05
51,,"46 TUEUROPA 9,45 1 824 461 0,32 717,85","11,40","2,54","5,5",,2011-05
52,,"47 KRUSZWICA 22,99 1 802 455 0,31 672,80","41,30","2,68","4,0",,2011-05
53,,"48 ORBIS 46,08 1 774 448 0,31 1 810,28","72,30","0,98","0,0",,2011-05
54,,"49 KOPEX 74,33 1 677 424 0,29 2 389,69","32,40","0,70","0,0",,2011-05
55,,"50 EMPERIA 15,12 1 663 420 0,29 886,08","17,10","1,88","0,8",,2011-05
56,,"51 AMREST 21,21 1 650 417 0,29 940,07","38,90","1,75","0,0",,2011-05
57,,"52 POLIMEXMS 521,15 1 610 407 0,28 1 470,43","15,30","1,10","1,2",,2011-05
58,,"53 AZOTYTARNOW 39,12 1 496 378 0,26 2 060,02","3,40","0,73","0,0",,2011-05
59,,"54 MMPPL 153,19 1 452 367 0,25 374,99","18,00","3,87","0,0",,2011-05
60,,"55 KOGENERA 14,90 1 386 350 0,24 1 121,15","10,40","1,24","3,8",,2011-05
61,,"56 INTERCARS 14,17 1 332 337 0,23 580,88","17,00","2,29","0,0",,2011-05
62,,"57 CIECH 51,00 1 290 326 0,22 1 295,94","47,10","1,00","0,0",,2011-05
63,,"58 BOS 16,37 1 220 308 0,21 1 088,08","20,80","1,12","0,0",,2011-05
64,,"59 BORYSZEW 1 128,36 1 219 308 0,21 1 164,70","11,70","1,05","0,0",,2011-05
65,,"60 KETY 9,23 1 217 308 0,21 884,67","13,00","1,38","3,0",,2011-05
66,,"61 DOMDEV 24,56 1 174 297 0,20 761,79","71,80","1,54","1,7",,2011-05
67,,"62 IMPEXMET 200,00 1 078 272 0,19 983,33","12,10","1,10","0,0",,2011-05
68,,"63 AGORA 50,94 1 034 261 0,18 1 247,95","18,30","0,83","2,5",,2011-05
69,,"64 POLICE 75,00 1 019 258 0,18 631,55","10,50","1,61","0,0",,2011-05
70,,"65 OPENFIN 54,25 990 250 0,17 88,06","12,80","11,24","5,6",,2011-05
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2011-06
1,,emisji Market capitalization księgowa,,,dywidendy,,2011-06
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2011-06
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2011-06
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2011-06
5,,(mil.) (PLN mil.),,,(%),,2011-06
6,,"1 PKOBP 1 250,00 52 500 13 169 9,44 22 059,30","15,60","2,38","4,5",,2011-06
7,,"2 PGE 1 869,78 44 837 11 247 8,06 38 945,34","13,40","1,15","2,9",,2011-06
8,,"3 PEKAO 262,37 42 556 10 675 7,65 20 777,27","16,60","2,05","4,2",,2011-06
9,,"4 KGHM 200,00 39 400 9 883 7,08 16 955,57","6,70","2,32","1,5",,2011-06
10,,"5 PZU 86,35 32 382 8 123 5,82 13 734,68","13,40","2,36","2,9",,2011-06
11,,"6 PGNIG 5 900,00 24 839 6 231 4,47 24 751,78","10,00","1,00","1,9",,2011-06
12,,"7 TPSA 1 335,65 22 252 5 582 4,00 14 816,00","2 022,90","1,50","9,0",,2011-06
13,,"8 PKNORLEN 427,71 22 134 5 552 3,98 25 939,88","7,70","0,85","0,0",,2011-06
14,,"9 BZWBK 73,08 17 246 4 326 3,10 7 019,41","17,10","2,46","3,4",,2011-06
15,,"10 BRE 42,09 13 716 3 441 2,47 7 209,16","18,10","1,90","0,0",,2011-06
16,,"11 TAURONPE 1 752,55 11 532 2 893 2,07 15 576,99","12,10","0,74","2,3",,2011-06
17,,"12 HANDLOWY 130,66 11 367 2 851 2,04 6 647,62","14,50","1,71","6,6",,2011-06
18,,"13 INGBSK 13,01 11 228 2 816 2,02 5 784,29","14,20","1,94","1,7",,2011-06
19,,"14 GETIN 731,79 9 352 2 346 1,68 4 962,84","23,40","1,88","0,0",,2011-06
20,,"15 ENEA 441,44 7 946 1 993 1,43 10 129,83","11,90","0,78","2,1",,2011-06
21,,"16 SYNTHOS 1 323,25 6 749 1 693 1,21 2 358,34","12,10","2,86","1,4",,2011-06
22,,"17 MILLENNIUM 1 213,12 6 551 1 643 1,18 4 008,60","18,20","1,63","1,9",,2011-06
23,,"18 ZYWIEC 10,27 6 163 1 546 1,11 584,05","16,80","10,55","7,5",,2011-06
24,,"19 LOTOS 129,87 5 864 1 471 1,05 8 307,32","4,50","0,71","0,0",,2011-06
25,,"20 GETINOBLE 953,76 5 818 1 459 1,05 3 351,14","13,10","1,74","0,0",,2011-06
26,,"21 CYFRPLSAT 348,35 5 748 1 442 1,03 504,34","23,10","11,40","0,0",,2011-06
27,,"22 TVN 343,67 5 585 1 401 1,00 1 187,48","0,00","4,70","0,2",,2011-06
28,,"23 KREDYTB 271,66 4 700 1 179 0,84 2 911,29","18,00","1,61","2,1",,2011-06
29,,"24 BANKBPH 76,67 4 600 1 154 0,83 4 415,31","0,00","1,04","0,0",,2011-06
30,,"25 GTC 219,37 4 080 1 024 0,73 4 325,12","22,40","0,94","0,0",,2011-06
31,,"26 EUROCASH 136,94 4 040 1 013 0,73 468,68","32,60","8,62","1,2",,2011-06
32,,"27 SWIECIE 50,00 4 025 1 010 0,72 1 545,33","11,70","2,60","0,0",,2011-06
33,,"28 LPP 1,76 3 946 990 0,71 765,33","25,00","5,16","2,2",,2011-06
34,,"29 BOGDANKA 34,01 3 908 980 0,70 2 004,98","18,40","1,95","0,0",,2011-06
35,,"30 ASSECOPOL 77,57 3 844 964 0,69 5 972,30","9,20","0,64","3,6",,2011-06
36,,"31 BNPPL 24,12 2 629 660 0,47 1 354,02","53,60","1,94","0,0",,2011-06
37,,"32 BGZ 43,14 2 549 639 0,46 2 495,02","22,70","1,02","0,0",,2011-06
38,,"33 STALPROD 6,73 2 488 624 0,45 1 461,35","18,60","1,70","2,1",,2011-06
39,,"34 BUDIMEX 25,53 2 336 586 0,42 726,96","9,00","3,21","9,9",,2011-06
40,,"35 PULAWY 19,12 2 265 568 0,41 1 811,81","0,00","1,25","0,8",,2011-06
41,,"36 NETIA 391,04 2 252 565 0,40 2 274,90","9,90","0,99","0,0",,2011-06
42,,"37 NORDEABP 55,50 2 220 557 0,40 1 908,36","8,40","1,16","0,0",,2011-06
43,,"38 CCC 38,40 2 208 554 0,40 418,34","20,70","5,28","1,7",,2011-06
44,,"39 GPW 41,97 2 183 547 0,39 562,84","20,50","3,88","4,2",,2011-06
45,,"40 CERSANIT 216,38 2 153 540 0,39 1 315,20","56,10","1,64","0,0",,2011-06
46,,"41 ECHO 420,00 2 079 521 0,37 1 940,99","12,00","1,07","0,0",,2011-06
47,,"42 PBG 14,30 1 980 497 0,36 1 853,10","8,60","1,07","1,0",,2011-06
48,,"43 TUEUROPA 9,45 1 824 457 0,33 717,85","11,40","2,54","5,5",,2011-06
49,,"44 FAMUR 481,50 1 806 453 0,32 853,16","20,50","2,12","0,0",,2011-06
50,,"45 KRUSZWICA 22,99 1 793 450 0,32 672,80","41,10","2,66","4,0",,2011-06
51,,"46 ALCHEMIA 207,00 1 780 447 0,32 537,54","62,00","3,31","0,0",,2011-06
52,,"47 ORBIS 46,08 1 738 436 0,31 1 810,28","70,80","0,96","0,0",,2011-06
53,,"48 KOPEX 74,33 1 732 434 0,31 2 389,69","33,40","0,72","0,0",,2011-06
54,,"49 NFIEMF 104,03 1 695 425 0,30 465,88","23,70","3,64","1,2",,2011-06
55,,"50 POLIMEXMS 521,15 1 678 421 0,30 1 470,43","15,90","1,14","1,1",,2011-06
56,,"51 EMPERIA 15,12 1 675 420 0,30 886,08","17,20","1,89","0,8",,2011-06
57,,"52 AMREST 21,21 1 654 415 0,30 940,07","39,00","1,76","0,0",,2011-06
58,,"53 KOGENERA 14,90 1 408 353 0,25 1 121,15","10,60","1,26","3,7",,2011-06
59,,"54 AZOTYTARNOW 39,12 1 314 330 0,24 2 060,02","3,00","0,64","0,0",,2011-06
60,,"55 INTERCARS 14,17 1 275 320 0,23 580,88","16,20","2,20","0,0",,2011-06
61,,"56 DOMDEV 24,56 1 203 302 0,22 761,79","73,60","1,58","1,8",,2011-06
62,,"57 CIECH 51,00 1 203 302 0,22 1 295,94","43,90","0,93","0,0",,2011-06
63,,"58 KETY 9,23 1 167 293 0,21 884,67","12,50","1,32","3,2",,2011-06
64,,"59 BOS 16,37 1 140 286 0,20 1 088,08","19,40","1,05","0,0",,2011-06
65,,"60 BORYSZEW 1 128,36 1 027 258 0,18 1 164,70","9,90","0,88","0,0",,2011-06
66,,"61 MMPPL 106,30 1 012 254 0,18 374,99","12,60","2,70","0,0",,2011-06
67,,"62 OPENFIN 54,25 1 004 252 0,18 88,06","12,90","11,40","0,0",,2011-06
68,,"63 IMPEXMET 200,00 1 000 251 0,18 983,33","11,20","1,02","4,0",,2011-06
69,,"64 AGORA 50,94 917 230 0,16 1 247,95","16,30","0,74","2,8",,2011-06
70,,"65 RAFAKO 69,60 878 220 0,16 410,57","19,80","2,14","4,5",,2011-06
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2011-07
1,,emisji Market capitalization księgowa,,,dywidendy,,2011-07
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2011-07
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2011-07
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2011-07
5,,(mil.) (PLN mil.),,,(%),,2011-07
6,,"1 PKOBP 1 250,00 51 400 12 810 9,24 22 059,30","15,30","2,33","4,6",,2011-07
7,,"2 PGE 1 869,78 43 398 10 816 7,80 38 945,34","12,90","1,11","3,0",,2011-07
8,,"3 PEKAO 262,37 41 795 10 416 7,51 20 777,27","16,30","2,01","4,3",,2011-07
9,,"4 KGHM 200,00 38 180 9 515 6,86 16 955,57","6,50","2,25","7,8",,2011-07
10,,"5 PZU 86,35 32 728 8 156 5,88 13 734,68","13,50","2,38","2,9",,2011-07
11,,"6 PGNIG 5 900,00 25 016 6 235 4,50 24 751,78","10,00","1,01","2,8",,2011-07
12,,"7 TPSA 1 335,65 23 294 5 805 4,19 13 807,00","34,20","1,69","8,6",,2011-07
13,,"8 PKNORLEN 427,71 20 008 4 986 3,60 25 939,88","6,90","0,77","0,0",,2011-07
14,,"9 BZWBK 73,08 17 465 4 353 3,14 6 849,45","15,40","2,55","3,3",,2011-07
15,,"10 JSW 115,25 15 732 3 921 2,83 6 628,90","8,20","2,37","0,0",,2011-07
16,,"11 BRE 42,10 13 410 3 342 2,41 7 209,16","17,70","1,86","0,0",,2011-07
17,,"12 TAURONPE 1 752,55 11 286 2 813 2,03 15 576,99","11,90","0,72","2,3",,2011-07
18,,"13 INGBSK 13,01 11 059 2 756 1,99 5 784,29","14,00","1,91","1,8",,2011-07
19,,"14 HANDLOWY 130,66 10 760 2 682 1,93 6 647,62","13,70","1,62","6,9",,2011-07
20,,"15 ENEA 441,44 8 317 2 073 1,49 10 129,83","12,50","0,82","2,0",,2011-07
21,,"16 GETIN 731,79 8 306 2 070 1,49 4 962,84","20,80","1,67","0,0",,2011-07
22,,"17 SYNTHOS 1 323,25 7 609 1 896 1,37 2 358,34","13,60","3,23","1,2",,2011-07
23,,"18 MILLENNIUM 1 213,12 6 466 1 611 1,16 4 134,74","16,00","1,56","1,9",,2011-07
24,,"19 ZYWIEC 10,27 6 050 1 508 1,09 584,05","16,50","10,36","7,6",,2011-07
25,,"20 GETINOBLE 953,76 6 037 1 505 1,09 3 351,14","13,60","1,80","0,0",,2011-07
26,,"21 TVN 343,71 5 809 1 448 1,04 1 187,48","0,00","4,89","0,2",,2011-07
27,,"22 CYFRPLSAT 348,35 5 608 1 398 1,01 504,34","22,60","11,12","0,0",,2011-07
28,,"23 LOTOS 129,87 4 965 1 237 0,89 8 307,32","3,90","0,60","0,0",,2011-07
29,,"24 BANKBPH 76,67 4 688 1 168 0,84 4 415,31","0,00","1,06","0,0",,2011-07
30,,"25 KREDYTB 271,66 4 670 1 164 0,84 2 911,29","17,90","1,60","2,2",,2011-07
31,,"26 SWIECIE 50,00 3 980 992 0,72 1 545,33","11,60","2,58","0,0",,2011-07
32,,"27 LPP 1,76 3 937 981 0,71 765,33","24,90","5,14","2,2",,2011-07
33,,"28 EUROCASH 136,95 3 725 928 0,67 468,68","30,10","7,95","1,4",,2011-07
34,,"29 ASSECOPOL 77,57 3 704 923 0,67 5 972,30","8,90","0,62","3,8",,2011-07
35,,"30 BOGDANKA 34,01 3 643 908 0,65 2 004,98","17,10","1,82","1,3",,2011-07
36,,"31 GTC 219,37 3 620 902 0,65 4 325,12","19,80","0,84","0,0",,2011-07
37,,"32 BNPPL 24,12 2 909 725 0,52 1 354,02","59,30","2,15","0,0",,2011-07
38,,"33 BGZ 43,14 2 398 598 0,43 2 495,02","21,30","0,96","0,0",,2011-07
39,,"34 NETIA 391,04 2 268 565 0,41 2 274,90","10,00","1,00","0,0",,2011-07
40,,"35 CCC 38,40 2 150 536 0,39 418,34","20,20","5,14","1,8",,2011-07
41,,"36 BUDIMEX 25,53 2 093 522 0,38 726,96","8,00","2,88","11,1",,2011-07
42,,"37 STALPROD 6,73 2 070 516 0,37 1 461,35","15,50","1,42","2,6",,2011-07
43,,"38 GPW 41,97 2 048 510 0,37 562,84","19,20","3,64","6,6",,2011-07
44,,"39 PULAWY 19,12 2 024 504 0,36 1 811,81","0,00","1,12","0,9",,2011-07
45,,"40 PBG 14,30 2 001 499 0,36 1 853,10","8,70","1,08","1,0",,2011-07
46,,"41 NORDEABP 55,50 1 999 498 0,36 1 908,36","7,60","1,05","0,0",,2011-07
47,,"42 ECHO 420,00 1 919 478 0,34 1 940,99","11,10","0,99","0,0",,2011-07
48,,"43 KRUSZWICA 22,99 1 827 455 0,33 672,80","41,80","2,72","3,9",,2011-07
49,,"44 FAMUR 481,50 1 815 452 0,33 853,16","20,60","2,13","0,0",,2011-07
50,,"45 TUEUROPA 9,45 1 784 445 0,32 717,85","11,10","2,49","5,6",,2011-07
51,,"46 ALCHEMIA 207,00 1 749 436 0,31 537,54","60,90","3,25","0,0",,2011-07
52,,"47 CERSANIT 216,38 1 731 431 0,31 1 315,20","45,10","1,32","0,0",,2011-07
53,,"48 KOPEX 74,33 1 635 408 0,29 2 389,69","31,60","0,68","0,0",,2011-07
54,,"49 AMREST 21,21 1 620 404 0,29 940,07","38,20","1,72","0,0",,2011-07
55,,"50 ORBIS 46,08 1 613 402 0,29 1 810,28","65,70","0,89","0,0",,2011-07
56,,"51 NFIEMF 104,03 1 607 401 0,29 465,88","22,50","3,45","1,2",,2011-07
57,,"52 EMPERIA 15,12 1 572 392 0,28 886,08","16,20","1,77","0,9",,2011-07
58,,"53 POLIMEXMS 521,15 1 506 375 0,27 1 470,43","14,30","1,02","1,2",,2011-07
59,,"54 KOGENERA 14,90 1 296 323 0,23 1 121,15","9,70","1,16","4,0",,2011-07
60,,"55 INTERCARS 14,17 1 233 307 0,22 580,88","15,70","2,12","0,0",,2011-07
61,,"56 AZOTYTARNOW 39,12 1 172 292 0,21 2 060,02","2,60","0,57","0,0",,2011-07
62,,"57 BOS 16,37 1 146 286 0,21 1 088,08","19,50","1,05","0,0",,2011-07
63,,"58 DOMDEV 24,56 1 111 277 0,20 761,79","68,00","1,46","2,0",,2011-07
64,,"59 KETY 9,23 1 070 267 0,19 884,67","11,40","1,21","3,4",,2011-07
65,,"60 CIECH 51,00 995 248 0,18 1 295,94","36,30","0,77","0,0",,2011-07
66,,"61 BORYSZEW 1 128,36 993 247 0,18 1 164,70","9,50","0,85","0,0",,2011-07
67,,"62 MMPPL 106,30 989 246 0,18 374,99","12,30","2,64","0,0",,2011-07
68,,"63 OPENFIN 54,25 982 245 0,18 88,06","12,70","11,15","0,0",,2011-07
69,,"64 IMPEXMET 200,00 950 237 0,17 983,33","10,70","0,97","4,2",,2011-07
70,,"65 RAFAKO 69,60 860 214 0,15 410,57","19,40","2,09","4,6",,2011-07
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2011-08
1,,emisji Market capitalization księgowa,,,dywidendy,,2011-08
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2011-08
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2011-08
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2011-08
5,,(mil.) (PLN mil.),,,(%),,2011-08
6,,"1 PKOBP 1 250,00 45 313 10 933 9,09 20 641,94","12,80","2,20","5,5",,2011-08
7,,"2 PEKAO 262,37 38 804 9 363 7,78 19 876,97","14,60","1,95","4,6",,2011-08
8,,"3 PGE 1 869,78 38 592 9 312 7,74 38 945,34","11,50","0,99","3,4",,2011-08
9,,"4 KGHM 200,00 34 960 8 435 7,01 16 428,01","5,30","2,13","8,5",,2011-08
10,,"5 PZU 86,35 30 655 7 397 6,15 12 230,70","10,90","2,51","3,1",,2011-08
11,,"6 PGNIG 5 900,00 24 013 5 794 4,82 24 751,78","9,60","0,97","2,9",,2011-08
12,,"7 TPSA 1 335,65 23 107 5 575 4,64 13 807,00","33,90","1,67","8,7",,2011-08
13,,"8 PKNORLEN 427,71 16 933 4 086 3,40 26 550,18","4,50","0,64","0,0",,2011-08
14,,"9 BZWBK 73,08 16 230 3 916 3,26 6 849,45","14,30","2,37","3,6",,2011-08
15,,"10 JSW 115,25 12 447 3 003 2,50 6 628,90","6,50","1,88","0,0",,2011-08
16,,"11 BRE 42,10 11 578 2 794 2,32 7 599,45","12,30","1,52","0,0",,2011-08
17,,"12 INGBSK 13,01 10 408 2 511 2,09 5 953,74","12,50","1,75","1,9",,2011-08
18,,"13 TAURONPE 1 752,55 9 359 2 258 1,88 15 636,83","8,70","0,60","2,8",,2011-08
19,,"14 HANDLOWY 130,66 8 493 2 049 1,70 6 095,72","11,50","1,39","8,8",,2011-08
20,,"15 ENEA 441,44 7 721 1 863 1,55 10 098,64","11,20","0,76","2,5",,2011-08
21,,"16 GETIN 731,79 7 164 1 729 1,44 5 912,76","7,00","1,21","0,0",,2011-08
22,,"17 SYNTHOS 1 323,25 6 868 1 657 1,38 2 358,34","12,30","2,91","1,3",,2011-08
23,,"18 MILLENNIUM 1 213,12 6 066 1 464 1,22 4 134,74","15,00","1,47","2,0",,2011-08
24,,"19 ZYWIEC 10,27 5 639 1 361 1,13 235,97","16,10","23,90","8,2",,2011-08
25,,"20 CYFRPLSAT 348,35 5 225 1 261 1,05 504,34","21,00","10,36","0,0",,2011-08
26,,"21 TVN 343,76 5 012 1 209 1,01 1 265,37","48,10","3,96","0,3",,2011-08
27,,"22 GETINOBLE 953,76 4 912 1 185 0,99 4 080,45","4,80","1,20","0,0",,2011-08
28,,"23 LOTOS 129,87 4 005 966 0,80 8 596,10","1,80","0,47","0,0",,2011-08
29,,"24 KREDYTB 271,66 3 939 950 0,79 2 955,93","11,80","1,33","2,6",,2011-08
30,,"25 SWIECIE 50,00 3 900 941 0,78 1 678,45","9,40","2,32","0,0",,2011-08
31,,"26 LPP 1,78 3 662 884 0,73 691,72","19,90","5,29","2,4",,2011-08
32,,"27 BOGDANKA 34,01 3 582 864 0,72 2 004,98","16,80","1,79","1,3",,2011-08
33,,"28 BANKBPH 76,67 3 474 838 0,70 4 478,81","18,00","0,78","0,0",,2011-08
34,,"29 EUROCASH 136,96 3 420 825 0,69 457,82","27,20","7,47","1,5",,2011-08
35,,"30 ASSECOPOL 77,57 3 297 795 0,66 6 408,60","8,40","0,51","4,2",,2011-08
36,,"31 BNPPL 24,12 2 774 669 0,56 1 364,34","76,30","2,03","0,0",,2011-08
37,,"32 GTC 219,37 2 654 640 0,53 4 116,06","102,50","0,64","0,0",,2011-08
38,,"33 AZOTYTARNOW 64,12 2 084 503 0,42 2 137,60","4,20","0,97","0,0",,2011-08
39,,"34 BGZ 43,14 2 079 502 0,42 2 575,80","13,90","0,81","0,0",,2011-08
40,,"35 NORDEABP 55,50 2 025 489 0,41 1 986,82","7,40","1,02","0,0",,2011-08
41,,"36 NETIA 391,04 1 990 480 0,40 2 288,46","8,90","0,87","0,0",,2011-08
42,,"37 GPW 41,97 1 989 480 0,40 562,84","18,70","3,53","6,8",,2011-08
43,,"38 PULAWY 19,12 1 950 470 0,39 1 943,62","6,60","1,00","1,0",,2011-08
44,,"39 BUDIMEX 25,53 1 848 446 0,37 726,96","7,10","2,54","12,5",,2011-08
45,,"40 KRUSZWICA 22,99 1 816 438 0,36 672,80","41,60","2,70","1,1",,2011-08
46,,"41 CCC 38,40 1 701 410 0,34 410,48","15,90","4,14","2,3",,2011-08
47,,"42 STALPROD 6,73 1 701 411 0,34 1 461,35","12,70","1,16","3,1",,2011-08
48,,"43 ECHO 420,00 1 596 385 0,32 1 956,74","9,60","0,82","0,0",,2011-08
49,,"44 EMPERIA 15,12 1 586 383 0,32 886,08","16,30","1,79","2,5",,2011-08
50,,"45 AMREST 21,21 1 570 379 0,31 940,07","37,00","1,67","0,0",,2011-08
51,,"46 TUEUROPA 9,45 1 548 373 0,31 758,41","9,40","2,04","6,5",,2011-08
52,,"47 BORYSZEW 2 256,72 1 535 370 0,31 1 164,70","14,70","1,32","0,0",,2011-08
53,,"48 ORBIS 46,08 1 521 367 0,31 1 843,44","33,20","0,82","0,0",,2011-08
54,,"49 ALCHEMIA 207,00 1 503 363 0,30 537,54","52,30","2,80","0,0",,2011-08
55,,"50 KOPEX 74,33 1 490 360 0,30 2 389,69","28,80","0,62","0,0",,2011-08
56,,"51 CERSANIT 216,38 1 487 359 0,30 1 315,20","38,70","1,13","0,0",,2011-08
57,,"52 FAMUR 481,50 1 440 347 0,29 853,16","16,30","1,69","20,7",,2011-08
58,,"53 PBG 14,30 1 358 328 0,27 1 981,27","5,20","0,69","1,5",,2011-08
59,,"54 INTERCARS 14,17 1 199 289 0,24 606,63","14,30","1,98","0,0",,2011-08
60,,"55 KOGENERA 14,90 1 071 258 0,21 1 121,15","8,00","0,95","4,9",,2011-08
61,,"56 POLICE 75,00 1 043 252 0,21 679,45","6,30","1,53","0,0",,2011-08
62,,"57 NFIEMF 104,03 984 237 0,20 467,96","15,70","2,10","2,0",,2011-08
63,,"58 KETY 9,23 983 237 0,20 879,91","9,30","1,12","3,8",,2011-08
64,,"59 POLIMEXMS 521,15 980 236 0,20 1 459,79","10,60","0,67","1,9",,2011-08
65,,"60 MMPPL 106,30 962 232 0,19 374,99","12,00","2,57","0,0",,2011-08
66,,"61 BOS 16,37 928 224 0,19 1 113,86","16,80","0,83","0,0",,2011-08
67,,"62 IMPEXMET 200,00 814 196 0,16 977,46","7,80","0,83","4,9",,2011-08
68,,"63 DOMDEV 24,56 761 184 0,15 759,15","33,80","1,00","2,9",,2011-08
69,,"64 CIECH 52,70 758 183 0,15 1 269,77","13,00","0,60","0,0",,2011-08
70,,"65 RAFAKO 69,60 757 183 0,15 410,57","17,00","1,84","5,2",,2011-08
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2011-09
1,,emisji Market capitalization księgowa,,,dywidendy,,2011-09
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2011-09
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2011-09
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2011-09
5,,(mil.) (PLN mil.),,,(%),,2011-09
6,,"1 PKOBP 1 250,00 41 125 9 323 9,04 20 641,94","11,60","1,99","6,0",,2011-09
7,,"2 PGE 1 869,78 36 349 8 240 7,99 38 651,21","9,70","0,94","3,3",,2011-09
8,,"3 PEKAO 262,37 35 210 7 982 7,74 19 876,97","13,20","1,77","5,1",,2011-09
9,,"4 PZU 86,35 27 201 6 166 5,98 12 230,70","9,60","2,22","8,3",,2011-09
10,,"5 KGHM 200,00 26 200 5 939 5,76 16 428,01","4,00","1,59","11,4",,2011-09
11,,"6 PGNIG 5 900,00 23 895 5 417 5,25 23 892,05","9,70","1,00","3,0",,2011-09
12,,"7 TPSA 1 335,65 23 240 5 268 5,11 13 807,00","34,10","1,68","8,6",,2011-09
13,,"8 BZWBK 73,08 16 442 3 727 3,62 6 849,45","14,50","2,40","3,6",,2011-09
14,,"9 PKNORLEN 427,71 15 607 3 538 3,43 26 550,18","4,10","0,59","0,0",,2011-09
15,,"10 BRE 42,10 10 189 2 310 2,24 7 599,45","10,80","1,34","0,0",,2011-09
16,,"11 JSW 119,21 10 133 2 297 2,23 7 075,10","7,00","1,43","0,0",,2011-09
17,,"12 INGBSK 13,01 9 627 2 182 2,12 5 953,74","11,60","1,62","2,0",,2011-09
18,,"13 HANDLOWY 130,66 9 081 2 059 2,00 6 095,72","12,30","1,49","8,2",,2011-09
19,,"14 TAURONPE 1 752,55 8 938 2 026 1,97 15 636,83","8,30","0,57","2,9",,2011-09
20,,"15 ENEA 441,44 7 107 1 611 1,56 10 098,64","10,30","0,70","2,7",,2011-09
21,,"16 ZYWIEC 10,27 5 649 1 281 1,24 235,97","16,20","23,94","8,2",,2011-09
22,,"17 MILLENNIUM 1 213,12 5 580 1 265 1,23 4 134,74","13,80","1,35","2,2",,2011-09
23,,"18 GETIN 731,79 5 320 1 206 1,17 5 912,76","5,20","0,90","0,0",,2011-09
24,,"19 CYFRPLSAT 348,35 5 204 1 180 1,14 1 870,59","20,70","2,78","0,0",,2011-09
25,,"20 SYNTHOS 1 323,25 4 989 1 131 1,10 2 469,97","7,40","2,02","1,9",,2011-09
26,,"21 TVN 343,79 4 930 1 118 1,08 1 265,37","47,30","3,90","0,3",,2011-09
27,,"22 GETINOBLE 953,76 4 626 1 049 1,02 4 080,45","4,50","1,13","0,0",,2011-09
28,,"23 SWIECIE 50,00 3 725 844 0,82 1 678,45","8,90","2,22","0,0",,2011-09
29,,"24 BANKBPH 76,67 3 603 817 0,79 4 478,81","18,70","0,80","0,0",,2011-09
30,,"25 LPP 1,78 3 511 796 0,77 691,72","19,00","5,08","3,8",,2011-09
31,,"26 BOGDANKA 34,01 3 503 794 0,77 1 983,56","18,90","1,77","1,4",,2011-09
32,,"27 KREDYTB 271,66 3 396 770 0,75 2 955,93","10,20","1,15","3,0",,2011-09
33,,"28 LOTOS 129,87 3 278 743 0,72 8 596,10","1,50","0,38","0,0",,2011-09
34,,"29 EUROCASH 136,96 3 246 736 0,71 457,82","25,90","7,09","1,6",,2011-09
35,,"30 ASSECOPOL 77,57 3 139 712 0,69 6 408,60","8,00","0,49","4,4",,2011-09
36,,"31 BNPPL 24,12 2 675 606 0,59 1 364,34","73,60","1,96","0,0",,2011-09
37,,"32 GTC 219,37 2 586 586 0,57 4 116,06","99,90","0,63","0,0",,2011-09
38,,"33 AZOTYTARNOW 64,12 2 020 458 0,44 2 137,60","4,10","0,94","0,0",,2011-09
39,,"34 NETIA 391,06 1 936 439 0,43 2 288,46","8,60","0,85","0,0",,2011-09
40,,"35 STALPROD 6,73 1 910 433 0,42 1 456,40","22,30","1,31","1,2",,2011-09
41,,"36 NORDEABP 55,50 1 887 428 0,41 1 986,82","6,90","0,95","0,0",,2011-09
42,,"37 BUDIMEX 25,53 1 864 422 0,41 568,30","7,20","3,28","12,4",,2011-09
