nazwa,kategoria,URL,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
SKARBIEC,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SKARBIEC.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.65,51.39,60.9,65.43,71.74,84.12,80.02,57.74,65.77,58.88,60.92,51.98,50.4,51.46,41.09,46.48,55.94,49.51,42.8,45.26,42.94,46.83,50.94,54.39,49.15,42.28,47.04,47.49,44.78,49.58,51.81,47.58,48.09,48.74,47.65,43.77,40.57,45.3,48.34,51.92,48.3,43.32,44.54,38.47,42.42,38.91,41.05,34.49,37.84,33.5,26.62,26.42,27.44,26.87,26.23,28.08,28.54
SKOK,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SKOK.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.08,133.11,114.84,110.88,108.25,106.38,105.84,104.61,94.53,87.5,92.11,79.51,82.41,82.66,67.01,71.25,74.23,69.44,66.51,72.4,71.88,74.13,86.73,84.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKOTAN,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SKOTAN.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,203,220,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,28.56,24.21,19.93,21.25,22.06,18.41,18.59,19.27,18.11,16.27,12.77,14.63,15.1,10.17,9.64,8.89,6.31,6.51,7.01,6.5,7.09,8.99,7.51,6.81,8.18,7.97,9.43,8.5,7.93,8.28,7.31,6.51,6.99,6.57,6.84,8.1,8.01,8.06,7.81,7.37,6.39,5.97,5.19,5.51,6.48,5.52,5.44,5.47,5.43,5.77,5.37,5.13,4.95,5.3,4.9,4.68,4.36,4.15,4.4,4.54,4.45,5.4,5.6,5.16,6.92,10.13
SKYLINE,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SKYLINE.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,4.06,3.81,2.71,2.32,2.52,2.5,2.37,2.3,1.93,1.34,1.27,1.19,1.23,1.32,1.24,1.21,0.95,0.96,0.99,1.01,1.17,1.41,1.27,1.31,1.12,1.24,1.25,1.21,1.18,1.26,1.22,1.21,1.22,1.22,1.24,1.82,2.08,1.85,3.88,4.07,4.13,4.51,3.48,3.85,3.8,3.84,3.87,4.68,4.49,4.3,3.98,4.19,4.92,5.02,4.94,3.93,3.88,4.13,4.07,3.92,3.84,3.63,3.37,3.48,3.89,3.48
SKYSTONE,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SKYSTONE.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,1.06,0.7,0.35,1.06,1.41,1.41,1.39,1.06,0.7,0.78,0.53,1.5,1.22,1.27,1.13,1.11,1.17,1.38,1.21,1.21,1.15,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMT,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SMT.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.59,57.08,51.48,51.16,53.51,50.12,48.88,42.95,44.96,48.68,43.81,33.48,35.18,45.65,42.31,41.91,42.17,41.52,44.29,44.87,48.0,41.41,40.58,39.73,34.77,34.78,32.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNIEZKA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SNIEZKA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,80,82,94,101,103,108,106,100,98,91,94,94,94,103,96,91,90,98,87,86,0,82,92,99,104,0,0,0,118,114,144,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.48,135.51,128.32,106.67,126.09,110.38,107.12,103.48,111.81,113.44,117.75,111.7,124.74,132.12,144.26,146.39,152.14,134.77,138.74,148.99,154.8,159.72,158.32,163.59,151.4,160.83,174.38,160.31,181.41,171.13,170.42,158.17,153.62,155.84,154.94,170.56,189.38,185.91,201.54,206.46,205.88,203.31,204.64,205.47,199.61,203.38,205.52,223.87,222.02,212.92,206.83,207.79,207.4,202.5,200.57,205.63,212.69,212.66,217.63,227.58,235.83,257.5,259.61,276.4,261.67,265.59,258.76
SOFTBANK,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SOFTBANK.png,149,141,136,116,118,98,64,60,46,47,46,48,71,70,82,100,92,105,110,117,119,132,112,115,110,115,118,108,99,90,86,112,119,113,127,143,137,162,151,116,126,138,169,173,212,218,228,254,276,271,242,242,241,225,275,240,253,264,325,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOHODEV,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SOHODEV.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.04,33.27,32.34,34.15,31.85,28.46,31.49,27.83,30.14,36.25,40.16,38.11,38.49,39.5,40.9,39.76,39.11,34.37,35.23,39.33,43.33,44.85,45.41,48.01,52.42,49.46,49.11,44.28,48.34,48.41,49.25,26.54,26.21,24.7,24.06,22.66,22.72,17.16,14.03,10.27,9.75,10.12,7.91,7.7,7.49,8.41,7.84,7.01,6.08,5.71
SOKOLOW,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SOKOLOW.png,71,69,63,62,61,54,52,53,54,55,54,61,60,54,50,55,52,51,55,76,70,71,73,74,80,92,92,135,127,129,163,144,139,141,132,144,138,130,135,120,122,127,123,122,124,122,126,136,144,156,144,151,145,142,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOLAR,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SOLAR.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.78,26.32,22.8,19.93,19.85,18.96,17.58,16.59,17.46,16.55,13.63,10.92,16.4,15.91,14.97,16.59,14.45,12.09,10.41,10.27,8.49,10.34,10.27,7.07,6.22,6.88,8.93,7.83,7.53,7.12,7.42,8.2,8.35,8.88,8.79,8.41,8.17,8.2,8.67,8.32,7.33,7.74,8.18,7.95,7.87,8.12,8.63,7.98,9.69,8.76,8.12,6.68,5.21,4.81,5.05,5.1,4.35,4.23,3.92,3.35,4.84,3.76,4.25,4.12,3.43,3.44,3.85
SONEL,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SONEL.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,35.33,31.82,26.94,27.04,24.83,24.81,26.59,27.53,26.64,27.12,24.5,26.68,26.65,29.92,33.32,36.95,37.38,39.14,38.35,38.98,43.92,44.13,41.58,40.17,39.99,44.93,44.28,39.94,39.7,38.94,38.89,38.93,35.79,35.42,34.62,35.91,35.58,34.34,34.36,32.54,31.8,29.45,30.19,27.13,27.18,24.3,23.46,25.31,22.72,22.62,21.56,20.61,20.22,20.94,20.34,20.98,19.59,20.88,20.2,24.6,23.05,21.81,28.22,27.73,28.48,28.38
SPIN,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SPIN.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,78,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STALEXP,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_STALEXP.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,52,34,35,41,52,57,83,85,73,61,63,62,66,66,68,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,250,294,302,447,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.9,157.5,158.86,170.75,174.91,157.48,157.36,156.71,162.85,161.73,160.84,155.91,161.59,169.83,193.5,195.55,182.6,182.75,199.06,185.69,190.17,185.51,183.83,186.51,173.73,180.96,184.79,178.39,199.75,194.43,207.73,204.37,196.69,199.45,207.24,220.21,236.94,251.47,238.49,228.67,225.12,241.62,247.58,248.9,227.8,221.09,224.01,246.62,266.4,261.0,234.97,229.66,220.96,170.07,197.68,192.27,177.14,186.68,190.18,184.14,228.19,227.08,231.09,200.81,184.95,202.95,199.95
STALPROD,hutnictwo,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_STALPROD.png,0,0,0,0,0,0,21,0,0,0,0,22,0,0,0,0,0,0,30,35,31,33,33,37,39,42,62,81,76,89,98,124,133,130,127,129,121,122,102,102,114,111,101,105,116,123,131,136,172,225,355,416,431,429,481,530,673,785,1040,948,1276,1394,1912,2059,2376,2482,1952,1782,1780,1713,1567,1399,1372,1513,1432,1322,1349,1243,1239,1081,959,703,581,476,389,475,519,759,664,632,820,1009,867,846,1039,972,800,819,822,777,713,637,718,710,687,676,510,469,526,507,468,514,638,624,516,411,433,475,409,350,445,455,388,353,283,292,286,281,333,300,269,304,320,312,268,261,261,252,257,312,281,349,336,296,307.93,323.3,312.77,384.34,340.88,336.98,340.13,359.17,386.38,439.88,583.82,630.59,564.05,680.68,740.1,731.82,709.45,740.82,709.89,581.27,475.98,504.55,486.8,473.98,338.86,385.4,456.9,445.51,470.38,477.91,449.65,531.63,521.53,580.38,617.32,662.22,765.37,801.5,790.8,714.44,682.07,678.5,655.81,680.81,598.29,695.92,662.12,674.97,723.63,673.17,621.75,606.23,594.26,579.57,643.09,601.51,487.3,475.4,422.71,415.58,430.23,420.59,430.72,448.65,317.27,317.6,273.74
STALPROFI,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_STALPROFI.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,25,30,26,29,0,0,0,48,0,0,0,57,74,71,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.86,92.54,84.75,81.8,73.05,73.06,67.24,62.64,59.51,58.69,57.34,53.39,52.19,57.78,59.79,67.68,66.48,58.41,55.89,49.51,50.29,49.24,43.09,42.9,38.62,41.31,39.81,48.36,47.52,45.79,48.27,51.83,59.46,53.67,50.11,51.82,57.91,58.7,59.26,62.21,65.33,62.85,61.95,62.79,61.97,61.77,62.42,62.18,59.9,61.99,60.28,55.15,52.26,50.96,49.5,52.96,47.12,38.18,43.64,36.65,37.41,36.12,36.41,33.65,31.81,28.81,28.96
STAPORKOW,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_STAPORKOW.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.27,24.9,24.29,21.44,20.12,20.13,15.35,16.14,15.32,13.4,12.49,10.34,11.77,10.57,8.59,9.27,7.63,5.75,5.86,5.23,4.96,4.46,5.37,4.85,4.01,4.13,5.0,5.29,4.57,4.24,4.27,4.2,4.09,4.26,3.79,3.57,4.22,4.89,5.26,5.07,4.53,4.42,4.16,5.49,6.01,5.36,4.78,3.88,5.49,5.45,5.35,4.62,2.71,3.55,3.5,2.47,2.48,1.92,1.97,2.12,2.49,2.99,2.86,2.92,2.32,2.22,2.2
STARHEDGE,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_STARHEDGE.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,2.55,1.85,2.4,2.54,2.98,3.98,3.26,2.17,2.2,2.03,2.25,1.62,1.16,1.08,1.17,0.94,0.74,0.6,0.69,0.82,1.15,0.96,1.25,1.62,0.95,1.01,1.04,1.07,0.98,0.97,0.94,5.69,6.28,6.23,6.86,6.46,6.22,6.38,5.88,5.23,9.07,11.03,9.69,10.45,10.43,7.54,6.86,9.26,9.63,10.3,10.36,10.87,11.06,9.66,15.71,14.53,18.05,14.97,14.49,14.56
STELMET,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_STELMET.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.29,193.71,203.77,210.19,205.44,201.8,191.0,199.32,148.61,158.74,152.96,146.51,138.19,129.52,101.38,134.48,124.4,119.99,107.85,87.01,70.69,85.8,77.59,57.61,50.85,51.33,49.48,60.92,60.61,54.61,54.4,52.68,50.07,44.14
STOMIL,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_STOMIL.png,227,224,231,249,243,223,231,222,224,236,258,264,253,265,258,274,263,282,273,265,239,250,240,235,235,237,250,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUNEX,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SUNEX.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.22,9.58,6.13,6.85,4.57,5.09,4.01,6.18,4.85,5.21,4.67,4.35,4.39,3.86,3.75,3.68,3.05,3.04,3.14,3.45,2.98,3.27,3.11,2.88,2.85,2.71,2.62,2.84,2.83,2.43,2.77,2.81,2.46,2.94,2.54,2.39,2.82,2.48,2.61,2.56,2.91,3.85,5.61,4.97,4.91,5.43,5.39,5.54,5.94
