nazwa,kategoria,URL,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
ALTA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ALTA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.43,14.66,12.51,10.03,9.95,11.99,10.16,8.41,9.73,7.31,6.51,7.27,7.19,7.88,7.44,7.24,7.37,6.49,7.26,6.97,7.07,7.81,9.53,9.04,8.63,12.29,14.11,13.01,11.42,11.14,11.84,12.33,9.88,11.71,10.21,9.66,9.7,12.48,13.66,14.43,14.36,14.0,12.09,12.14,11.83,11.28,9.95,10.07,11.0,10.12,10.05,9.8,9.51,10.81,12.8,11.33,10.83,7.52,7.3,6.34,8.74,9.1,9.48,9.43,9.71,9.52,9.15
ALTERCO,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ALTERCO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,1.28,1.11,1.04,1.06,1.05,1.05,1.04,1.05,0.89,0.89,0.87,0.89,0.15,0.36,0.54,0.52,0.51,0.52,0.51,0.51,0.23,0.42,0.38,0.37,0.16,0.15,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTUSTFI,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ALTUSTFI.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.55,132.89,125.29,128.87,123.45,125.99,147.37,156.61,174.2,167.62,161.09,157.14,139.97,154.06,158.3,154.41,160.99,134.24,153.66,172.19,188.31,196.21,185.84,206.3,202.22,198.85,204.78,199.16,201.14,198.94,195.22,196.21,234.77,185.19,193.0,176.43,172.92,167.65,160.67,157.16,162.55,156.74,161.72,154.49,138.78,128.66,78.88,84.96,51.54,25.91,21.3,23.76,22.97,24.57,33.69,27.02,23.7,23.53,25.38,24.4
ALUMETAL,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ALUMETAL.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,126.73,134.92,146.96,155.96,152.89,159.03,171.23,178.41,198.75,208.57,192.28,203.31,196.37,185.93,176.04,186.73,180.32,182.35,169.76,173.46,190.87,176.02,188.11,190.98,220.03,223.68,237.18,215.04,197.5,213.44,234.73,215.37,222.31,235.37,231.59,227.07,163.73,177.36,181.41,188.86,190.41,200.23,211.55,192.66,202.26,196.96,199.25,168.22,175.5,178.39,160.72,154.39,162.36,153.65,145.75,155.08,160.69,164.14,147.52,134.7,136.36
AMBRA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_AMBRA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.96,54.53,52.82,48.32,51.42,48.46,53.33,55.1,57.95,51.56,51.12,45.58,48.52,55.46,56.04,56.8,54.13,53.36,52.25,51.55,52.45,48.16,43.75,42.84,39.17,41.64,43.11,42.49,41.7,39.87,41.55,43.4,46.53,43.11,45.43,45.01,52.33,53.72,60.15,60.49,68.85,63.04,64.05,64.47,63.76,66.43,79.66,86.36,87.49,83.86,77.85,78.24,78.2,74.84,76.01,75.12,68.75,62.56,66.09,74.5,76.56,87.1,85.56,93.4,93.1,89.81,96.04
AMICA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_AMICA.png,79,78,76,89,88,84,76,84,77,81,79,76,59,38,45,41,45,41,44,47,49,53,46,50,59,67,85,89,84,81,80,74,72,66,73,72,69,0,0,57,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.38,203.72,193.11,174.41,193.35,188.83,171.79,184.19,201.02,198.81,208.26,196.46,198.53,225.23,282.85,302.44,314.39,296.6,326.09,291.96,281.76,301.33,309.81,318.91,290.67,312.34,315.13,316.02,337.13,318.79,336.4,345.88,384.07,354.02,320.67,327.6,335.73,339.54,350.27,359.26,350.23,334.36,297.89,295.55,276.16,257.97,241.74,234.61,241.01,242.68,235.7,221.08,217.81,193.95,226.47,229.89,199.87,190.28,205.87,207.73,222.71,257.13,263.92,235.55,217.41,217.61,213.09
AMPLI,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_AMPLI.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.79,0.79,0.8,0.7,0.58,0.38,0.26,0.28,0.28,0.2,0.19,0.2,0.22,0.19,0.24,0.24,0.2,0.2,0.21,0.15,0.19,0.18,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
AMREST,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_AMREST.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,106,120,0,177,175,0,289,256,237,241,283,269,278,277,0,240,310,331,339,361,370,347,406,399,354,360,438,417,415,404,379,325,327,317,307,319,359,361,356,320,383,387,373,374,403,460,501,442,450,436,415,400,392,440,458,488,556,493,460,441.62,469.13,458.22,413.33,444.51,448.66,366.81,400.32,434.39,448.57,513.43,491.77,579.74,587.16,646.17,688.69,759.93,738.42,884.59,841.66,820.81,898.5,990.07,941.11,883.34,858.5,1038.73,1075.66,1118.3,1047.39,1201.43,1237.13,1180.74,1221.1,1247.48,1419.37,1606.67,1678.3,1744.45,1848.73,1728.14,1781.84,1844.16,1777.03,1787.06,1762.58,1846.22,2085.33,2122.0,2173.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMS,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_AMS.png,75,73,57,54,50,44,44,46,45,46,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APATOR,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_APATOR.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,32,0,0,0,32,30,30,36,49,49,51,55,60,65,67,68,69,74,75,71,76,72,68,73,77,98,100,118,118,132,156,181,205,195,212,185,167,184,188,226,235,231,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,202,187,203,214,216,225,238,249,265,258,235,234,232,240,226,234,262,285,312,326,292,326.94,323.1,313.03,288.55,293.34,294.0,276.29,277.41,305.18,295.37,296.91,283.58,277.64,344.59,355.44,361.87,322.97,318.88,333.4,258.01,249.95,238.76,253.9,255.97,198.77,208.87,216.4,241.86,240.86,224.43,208.34,227.28,228.11,221.6,208.86,223.76,256.17,260.77,274.2,275.8,287.7,274.16,246.21,240.74,238.18,237.6,224.36,214.32,211.47,190.18,174.61,196.9,199.28,171.55,220.56,208.11,185.25,182.68,187.51,184.92,198.79,199.62,198.58,199.83,199.03,192.32,181.31
APLISENS,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_APLISENS.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,57.76,43.62,40.8,45.2,43.05,41.37,40.92,43.52,42.39,40.56,36.91,38.47,42.85,44.54,43.79,42.77,42.28,41.05,40.53,39.72,40.55,41.18,39.84,36.28,36.35,37.64,36.51,39.11,35.5,37.11,36.38,37.36,37.23,36.74,37.43,39.33,44.04,43.8,42.58,41.44,39.36,39.78,33.86,34.07,38.12,40.81,40.29,40.51,40.23,40.24,40.44,35.56,37.03,36.83,32.25,33.31,29.07,30.82,30.48,30.6,33.59,31.91,30.81,29.34,31.1,30.23
APLITT,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_APLITT.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.12,83.52,58.36,62.6,56.84,55.85,46.5,46.19,45.32,48.71,41.01,37.68,38.49,38.62,39.5,39.53,39.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APSENERGY,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_APSENERGY.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.62,28.74,26.72,24.77,25.54,22.98,23.02,20.84,22.55,21.29,19.48,22.94,22.15,23.18,22.43,22.97,28.4,28.45,29.08,29.04,27.94,26.43,25.86,25.51,23.21,20.04,20.07,22.01,19.43,13.39,14.36,18.53,15.44,18.25,18.5,16.23,15.29,15.5,14.63,13.96,14.51,16.71,17.34,14.19,12.86,12.87
ARCHICOM,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ARCHICOM.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.34,74.69,79.67,79.9,84.76,83.29,78.62,80.24,83.85,80.84,84.12,93.01,88.96,87.57,86.94,82.75,79.41,91.58,89.5,100.68,95.66,98.37,97.33,92.83,94.55,89.53,89.49,79.71,80.46,67.75,71.7,68.9,77.88,79.1,83.79,86.69,88.78,89.3,79.19
ARCTIC,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ARCTIC.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.31,41.14,37.54,39.27,45.67,40.63,42.76,46.05,53.27,58.01,70.26,69.55,76.07,72.8,62.7,61.67,59.89,55.34,57.28,55.96,51.98,49.71,58.17,65.17,65.54,62.47,68.18,73.88,82.22,78.91,79.78,82.56,82.75,86.32,90.54,86.92,85.43,87.64,87.03,81.99,75.53,69.84,67.58,76.41,74.77,62.77,55.19,66.95,68.47,63.02,62.88,64.36,68.01,68.31,67.22,58.07,58.4,60.79,54.91,49.99,51.15,54.63,42.2,45.21,41.33,42.69,50.22
ARCUS,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ARCUS.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,5.01,4.54,4.33,4.41,4.21,4.14,3.91,3.56,3.47,3.15,2.26,2.4,2.5,2.15,2.23,2.22,1.99,1.59,1.57,1.45,1.7,1.63,1.53,1.05,1.51,3.81,3.69,2.97,3.17,2.77,2.35,2.28,2.39,1.95,2.08,2.59,2.49,2.17,2.13,1.86,1.94,1.89,1.96,2.62,2.67,3.53,4.28,3.42,2.66,2.59,2.76,2.76,2.52,2.57,2.47,2.42,1.94,2.05,2.01,2.28,2.26,2.38,2.66,3.85,3.65,3.68
ARMATURA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ARMATURA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.12,32.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTERIA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ARTERIA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16,21.37,17.93,18.73,19.81,15.62,15.14,15.71,17.2,16.93,16.66,12.77,16.55,16.48,17.13,19.59,18.36,15.99,17.42,15.25,15.51,14.18,17.0,14.58,12.0,12.88,14.47,13.52,12.65,13.11,12.22,12.54,12.53,10.85,9.88,9.01,9.82,10.59,9.21,8.88,7.21,7.9,8.68,8.21,8.17,7.72,7.62,7.8,7.61,6.97,6.88,6.37,5.38,5.93,6.47,6.56,6.48,6.29,5.93,4.43,4.65,4.83,5.22,4.81,4.66,4.6,4.28
ARTIFEX,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ARTIFEX.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.69,53.4,49.99,55.1,50.76,40.59,40.2,34.78,31.34,33.8,22.91,22.19,19.6,20.44,23.64,22.37,21.85,20.65,18.23,17.19,21.35,21.51,20.28,17.74,13.31,11.63,16.57,16.17,15.05,13.35,10.53,11.42,10.23
ASMGROUP,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ASMGROUP.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.93,48.23,47.79,69.47,71.76,72.65,78.37,75.72,78.55,74.2,69.02,64.89,59.55,57.02,55.59,54.96,51.54,50.22,49.85,49.72,48.58,46.8,45.72,45.53,48.06,47.39,45.72,45.65,45.29,43.64,43.74,43.85,43.84,44.25,43.85
ASSECOBS,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ASSECOBS.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.86,96.15,100.14,102.66,94.72,91.88,90.29,89.08,96.68,96.57,102.3,105.67,110.7,110.74,119.57,128.83,111.82,99.99,123.48,105.12,107.46,127.71,131.2,122.1,108.75,108.48,144.84,157.7,148.64,143.48,160.57,184.07,191.43,179.19,166.85,181.29,183.88,191.07,219.21,244.87,244.13,234.99,213.26,211.72,208.62,208.38,208.59,216.33,225.54,227.97,223.09,215.38,178.72,199.21,210.14,203.06,189.33,187.49,183.82,216.99,226.42,228.63,233.08,218.06,218.03,215.35,218.06
