,nazwa,okres,mln_EUR
4632,LPP,2013-08,3361
4633,INGBSK,2013-08,3239
4634,HANDLOWY,2013-08,3134
4635,TPSA,2013-08,2354
4636,MILLENNIUM,2013-08,1891
4637,JSW,2013-08,1870
4638,TAURONPE,2013-08,1759
4639,AZOTYTARNOW,2013-08,1698
4640,EUROCASH,2013-08,1683
4641,CYFRPLSAT,2013-08,1643
4642,ENEA,2013-08,1490
4643,SYNTHOS,2013-08,1374
4644,ALIOR,2013-08,1364
4645,GETINOBLE,2013-08,1286
4646,LOTOS,2013-08,1160
4647,ZYWIEC,2013-08,1049
4648,TVN,2013-08,968
4649,BANKBPH,2013-08,963
4650,BOGDANKA,2013-08,905
4651,ASSECOPOL,2013-08,891
4652,CCC,2013-08,883
4653,BGZ,2013-08,761
4654,PULAWY,2013-08,691
4655,ECHO,2013-08,649
4656,GETIN,2013-08,614
4657,NORDEABP,2013-08,612
4658,FAMUR,2013-08,597
4659,GTC,2013-08,577
4660,BUDIMEX,2013-08,541
4661,INTERCARS,2013-08,525
4662,NFIEMF,2013-08,515
4663,POLICE,2013-08,484
4664,BNPPL,2013-08,479
4665,NETIA,2013-08,473
4666,INTEGERPL,2013-08,459
4667,AMREST,2013-08,458
4668,ROVESE,2013-08,377
4669,KETY,2013-08,368
4670,GPW,2013-08,361
4671,ORBIS,2013-08,360
4672,WAWEL,2013-08,352
4673,ZEPAK,2013-08,322
4674,STALPROD,2013-08,312
4675,CIECH,2013-08,310
4676,MIDAS,2013-08,284
4677,PHN,2013-08,280
4678,CDPROJEKT,2013-08,275
4679,FARMACOL,2013-08,269
4680,KRUK,2013-08,262
4681,APATOR,2013-08,262
4682,DEBICA,2013-08,259
4683,EMPERIA,2013-08,252
4684,BORYSZEW,2013-08,248
4685,ALCHEMIA,2013-08,243
4686,KOFOLA,2013-08,241
4687,DOMDEV,2013-08,238
4688,KRUSZWICA,2013-08,237
4689,PELION,2013-08,233
4690,PCCEXOL,2013-08,226
4691,KREZUS,2013-08,222
4698,PEKAO,2013-09,11112
4699,PKOBP,2013-09,10999
4700,PZU,2013-09,8686
4701,PGNIG,2013-09,8578
4702,BZWBK,2013-09,7721
4703,PGE,2013-09,7379
4704,KGHM,2013-09,5849
4705,BRE,2013-09,4502
4706,PKNORLEN,2013-09,4479
4707,LPP,2013-09,3757
4708,INGBSK,2013-09,3456
4709,HANDLOWY,2013-09,3440
4710,TPSA,2013-09,2583
4711,MILLENNIUM,2013-09,2057
4712,JSW,2013-09,2040
4713,TAURONPE,2013-09,1991
4714,CYFRPLSAT,2013-09,1757
4715,GRUPAAZOTY,2013-09,1741
4716,EUROCASH,2013-09,1578
4717,SYNTHOS,2013-09,1497
4718,GETINOBLE,2013-09,1496
4719,ENEA,2013-09,1481
4720,ALIOR,2013-09,1356
4721,TVN,2013-09,1153
4722,LOTOS,2013-09,1134
4723,ZYWIEC,2013-09,1069
4724,CCC,2013-09,1026
4725,ASSECOPOL,2013-09,958
4726,BANKBPH,2013-09,949
4727,BOGDANKA,2013-09,883
4728,PULAWY,2013-09,821
4729,BGZ,2013-09,782
4730,GETIN,2013-09,692
4731,ECHO,2013-09,666
4732,BUDIMEX,2013-09,642
4733,FAMUR,2013-09,626
4734,NORDEABP,2013-09,621
4735,INTERCARS,2013-09,553
4736,GTC,2013-09,548
4737,NFIEMF,2013-09,526
4738,INTEGERPL,2013-09,525
4739,AMREST,2013-09,488
4740,POLICE,2013-09,475
4741,NETIA,2013-09,449
4742,BNPPL,2013-09,422
4743,KETY,2013-09,399
4744,ORBIS,2013-09,388
4745,GPW,2013-09,379
4746,WAWEL,2013-09,362
4747,ZEPAK,2013-09,344
4748,ROVESE,2013-09,343
4749,CDPROJEKT,2013-09,335
4750,PHN,2013-09,308
4751,BORYSZEW,2013-09,297
4752,KRUK,2013-09,295
4753,CIECH,2013-09,293
4754,FARMACOL,2013-09,286
4755,APATOR,2013-09,285
4756,STALPROD,2013-09,281
4757,MIDAS,2013-09,267
4758,DEBICA,2013-09,265
4759,PELION,2013-09,258
4760,EMPERIA,2013-09,256
4761,KRUSZWICA,2013-09,255
4762,GRAJEWO,2013-09,253
4763,ALCHEMIA,2013-09,245
4764,NEUCA,2013-09,231
4765,KOGENERA,2013-09,228
4766,KOFOLA,2013-09,224
4773,PKOBP,2013-10,12226
4774,PEKAO,2013-10,12129
4775,PZU,2013-10,9693
4776,BZWBK,2013-10,8399
4777,PGE,2013-10,8058
4778,PGNIG,2013-10,8010
4779,KGHM,2013-10,5964
4780,BRE,2013-10,5150
4781,PKNORLEN,2013-10,4455
4782,LPP,2013-10,3946
4783,HANDLOWY,2013-10,3717
4784,INGBSK,2013-10,3520
4785,TPSA,2013-10,3136
4786,MILLENNIUM,2013-10,2225
4787,TAURONPE,2013-10,2111
4788,GRUPAAZOTY,2013-10,1936
4789,JSW,2013-10,1874
4790,CYFRPLSAT,2013-10,1868
4791,GETINOBLE,2013-10,1726
4792,SYNTHOS,2013-10,1654
4793,EUROCASH,2013-10,1568
4794,ENEA,2013-10,1533
4795,TVN,2013-10,1286
4796,CCC,2013-10,1195
4797,ALIOR,2013-10,1187
4798,LOTOS,2013-10,1172
4799,BANKBPH,2013-10,1111
4800,ZYWIEC,2013-10,1085
4801,ASSECOPOL,2013-10,1000
4802,BOGDANKA,2013-10,928
4803,PULAWY,2013-10,868
4804,BGZ,2013-10,865
4805,PKPCARGO,2013-10,842
4806,BUDIMEX,2013-10,795
4807,GETIN,2013-10,765
4808,ECHO,2013-10,702
4809,INTERCARS,2013-10,668
4810,NORDEABP,2013-10,625
4811,FAMUR,2013-10,617
4812,GTC,2013-10,610
4813,BNPPL,2013-10,556
4814,AMREST,2013-10,556
4815,NFIEMF,2013-10,519
4816,INTEGERPL,2013-10,506
4817,POLICE,2013-10,488
4818,NETIA,2013-10,472
4819,ORBIS,2013-10,466
4820,GPW,2013-10,448
4821,ROVESE,2013-10,429
4822,WAWEL,2013-10,426
4823,KETY,2013-10,423
4824,FARMACOL,2013-10,389
4825,CIECH,2013-10,377
4826,CDPROJEKT,2013-10,352
4827,STALPROD,2013-10,349
4828,GRAJEWO,2013-10,342
4829,ZEPAK,2013-10,340
4830,KRUSZWICA,2013-10,338
4831,KRUK,2013-10,334
4832,DEBICA,2013-10,316
4833,APATOR,2013-10,312
4834,NEUCA,2013-10,312
4835,PHN,2013-10,307
4836,PELION,2013-10,306
4837,DOMDEV,2013-10,284
4838,BORYSZEW,2013-10,274
4839,MIDAS,2013-10,273
4840,BOS,2013-10,262
4841,ALCHEMIA,2013-10,261
4848,PKOBP,2013-11,12248
4849,PEKAO,2013-11,11771
4850,PZU,2013-11,9664
4851,BZWBK,2013-11,9045
4852,PGE,2013-11,8334
4853,PGNIG,2013-11,8078
4854,KGHM,2013-11,5641
4855,MBANK,2013-11,5593
4856,PKNORLEN,2013-11,4878
4857,LPP,2013-11,4003
4858,INGBSK,2013-11,3779
4859,HANDLOWY,2013-11,3733
4860,TPSA,2013-11,3234
4861,MILLENNIUM,2013-11,2178
4862,TAURONPE,2013-11,2149
4863,JSW,2013-11,1849
4864,GETINOBLE,2013-11,1798
4865,GRUPAAZOTY,2013-11,1736
4866,SYNTHOS,2013-11,1701
4867,ENEA,2013-11,1688
4868,EUROCASH,2013-11,1656
4869,CYFRPLSAT,2013-11,1655
4870,TVN,2013-11,1240
4871,LOTOS,2013-11,1232
4872,ALIOR,2013-11,1135
4873,BOGDANKA,2013-11,1118
4874,CCC,2013-11,1090
4875,ZYWIEC,2013-11,1059
4876,BANKBPH,2013-11,1050
4877,ASSECOPOL,2013-11,1010
4878,PKPCARGO,2013-11,897
4879,BGZ,2013-11,866
4880,PULAWY,2013-11,864
4881,BUDIMEX,2013-11,805
4882,GETIN,2013-11,773
4883,ECHO,2013-11,715
4884,INTERCARS,2013-11,708
4885,GTC,2013-11,638
4886,NORDEABP,2013-11,611
4887,FAMUR,2013-11,604
4888,BNPPL,2013-11,533
4889,INTEGERPL,2013-11,528
4890,KETY,2013-11,502
4891,AMREST,2013-11,493
4892,WAWEL,2013-11,472
4893,ORBIS,2013-11,449
4894,NETIA,2013-11,447
4895,NFIEMF,2013-11,445
4896,ROVESE,2013-11,442
4897,POLICE,2013-11,438
4898,GPW,2013-11,430
4899,FARMACOL,2013-11,412
4900,CIECH,2013-11,388
4901,CDPROJEKT,2013-11,379
4902,KRUSZWICA,2013-11,373
4903,KRUK,2013-11,355
4904,GRAJEWO,2013-11,354
4905,DEBICA,2013-11,337
4906,STALPROD,2013-11,336
4907,APATOR,2013-11,326
4908,NEUCA,2013-11,323
4909,ZEPAK,2013-11,316
4910,DOMDEV,2013-11,308
4911,SANOK,2013-11,303
4912,BORYSZEW,2013-11,288
4913,PELION,2013-11,285
4914,ALCHEMIA,2013-11,280
4915,PHN,2013-11,265
4916,BOS,2013-11,261
4923,PKOBP,2013-12,11870
4924,PEKAO,2013-12,11349
4925,PZU,2013-12,9339
4926,BZWBK,2013-12,8734
4927,PGE,2013-12,7333
4928,PGNIG,2013-12,7319
4929,KGHM,2013-12,5685
4930,MBANK,2013-12,5080
4931,PKNORLEN,2013-12,4224
4932,LPP,2013-12,3970
4933,INGBSK,2013-12,3552
4934,HANDLOWY,2013-12,3305
4935,TPSA,2013-12,3098
4936,MILLENNIUM,2013-12,2104
4937,TAURONPE,2013-12,1845
4938,SYNTHOS,2013-12,1744
4939,GETINOBLE,2013-12,1704
4940,CYFRPLSAT,2013-12,1662
4941,EUROCASH,2013-12,1590
4942,ENERGA,2013-12,1589
4943,JSW,2013-12,1503
4944,GRUPAAZOTY,2013-12,1493
4945,ENEA,2013-12,1446
4946,ALIOR,2013-12,1248
4947,TVN,2013-12,1227
4948,LOTOS,2013-12,1109
4949,CCC,2013-12,1079
4950,ZYWIEC,2013-12,1053
4951,BOGDANKA,2013-12,1031
4952,BANKBPH,2013-12,1007
4953,BGZ,2013-12,943
4954,ASSECOPOL,2013-12,919
4955,PKPCARGO,2013-12,897
4956,BUDIMEX,2013-12,812
4957,PULAWY,2013-12,801
4958,ECHO,2013-12,666
4959,GETIN,2013-12,664
4960,BNPPL,2013-12,650
4961,INTERCARS,2013-12,647
4962,NORDEABP,2013-12,616
4963,FAMUR,2013-12,615
4964,GTC,2013-12,573
4965,INTEGERPL,2013-12,530
4966,KETY,2013-12,492
4967,AMREST,2013-12,460
4968,WAWEL,2013-12,448
4969,ORBIS,2013-12,446
4970,NETIA,2013-12,442
4971,POLICE,2013-12,435
4972,NFIEMF,2013-12,428
4973,GPW,2013-12,420
4974,ROVESE,2013-12,407
4975,CDPROJEKT,2013-12,401
4976,CIECH,2013-12,394
4977,FARMACOL,2013-12,382
4978,DEBICA,2013-12,348
4979,GRAJEWO,2013-12,341
4980,KRUSZWICA,2013-12,341
4981,KRUK,2013-12,338
4982,NEUCA,2013-12,308
4983,ZEPAK,2013-12,306
4984,DOMDEV,2013-12,304
4985,STALPROD,2013-12,296
4986,APATOR,2013-12,292
4987,PHN,2013-12,288
4988,PELION,2013-12,283
4989,EMPERIA,2013-12,273
4990,SANOK,2013-12,269
4991,BORYSZEW,2013-12,265
